Year,Gender,Intent,Substance,Under1_year,1to4_Years,5to14_years,15to24_years,25to34_years,35to44_years,45to54_years,55to64_years,65to74_years,75to84_years,85Plus_years
2005,Female,Preventable/accidental,Benzodiazepines,0,0,0,71,111,222,278,83,21,4,0
2005,Female,Preventable/accidental,Cannabis,0,0,1,6,3,7,5,0,0,0,0
2005,Female,Preventable/accidental,Cocaine,1,0,1,118,255,539,416,70,6,0,2
2005,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,58,87,105,92,10,1,1,1
2005,Female,Preventable/accidental,Opioid subgroup - methadone,1,0,3,99,239,371,396,86,15,0,3
2005,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,19,88,163,194,69,21,6,6
2005,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,0,2,88,225,453,542,176,50,17,6
2005,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,38,76,124,92,19,1,0,0
2005,Male,"All (preventable, intentional, undetermined)",All drugs,18,23,23,2185,3686,5279,5396,1569,286,179,75
2005,Male,"All (preventable, intentional, undetermined)",Any Opioid,2,17,14,1314,2067,2661,2849,693,89,33,17
2005,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,0,239,400,524,553,118,25,9,6
2005,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,24,26,15,16,2,0,0,0
2005,Male,"All (preventable, intentional, undetermined)",Cocaine,0,1,0,414,930,1476,1336,370,51,7,1
2005,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,214,389,412,490,106,8,0,0
2005,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,3,10,484,680,752,773,189,17,4,0
2005,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,1,105,179,279,273,64,7,7,2
2005,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,12,4,409,672,948,1104,300,47,20,14
2005,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,149,227,385,328,72,7,0,0
2005,Male,Preventable/accidental,All drugs,7,8,16,1840,3091,4240,4305,1151,181,116,52
2005,Male,Preventable/accidental,Any Opioid,1,6,12,1145,1814,2229,2350,521,54,14,10
2005,Male,Preventable/accidental,Benzodiazepines,0,0,0,206,339,421,420,81,6,1,1
2005,Male,Preventable/accidental,Cannabis,0,0,0,19,23,14,15,2,0,0,0
2005,Male,Preventable/accidental,Cocaine,0,0,0,360,843,1322,1228,354,48,7,1
2005,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,1,198,356,382,440,99,8,0,0
2005,Male,Preventable/accidental,Opioid subgroup - methadone,0,2,9,431,599,635,649,147,11,3,0
2005,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,1,84,148,232,210,48,2,2,1
2005,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,3,3,346,566,770,883,201,25,7,8
2005,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,130,198,350,297,64,6,0,0
2004,Both sexes,"All (preventable, intentional, undetermined)",All drugs,30,24,63,2751,4680,8439,8040,2283,549,372,183
2004,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,9,17,30,1596,2573,4229,4001,1005,186,79,27
2004,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,2,1,5,271,464,797,788,221,41,28,8
2004,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,28,24,24,23,0,0,0,0
2004,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,0,0,3,507,1026,1916,1607,336,39,8,0
2004,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,263,451,542,496,111,13,0,0
2004,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,5,7,9,597,814,1142,1024,209,29,5,2
2004,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,121,264,541,544,129,36,19,10
2004,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,10,20,497,833,1584,1638,486,95,49,14
2004,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,2,142,273,461,347,71,7,0,0
2004,Both sexes,Preventable/accidental,All drugs,10,11,29,2154,3511,6208,5765,1452,334,233,122
2004,Both sexes,Preventable/accidental,Any Opioid,1,7,17,1316,2048,3253,3039,721,113,37,14
2004,Both sexes,Preventable/accidental,Benzodiazepines,0,0,0,225,355,600,556,130,13,6,1
2004,Both sexes,Preventable/accidental,Cannabis,0,0,0,20,21,20,19,0,0,0,0
2004,Both sexes,Preventable/accidental,Cocaine,0,0,2,442,862,1625,1395,295,35,8,0
2004,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,1,244,407,485,457,99,13,0,0
2004,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,2,7,528,695,945,830,165,23,1,2
2004,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,99,194,394,388,81,17,5,5
2004,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,5,9,389,644,1201,1208,330,55,22,6
2004,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,125,221,403,301,62,5,0,0
2004,Female,"All (preventable, intentional, undetermined)",All drugs,19,8,38,683,1411,3249,3184,1064,300,226,117
2004,Female,"All (preventable, intentional, undetermined)",Any Opioid,6,5,13,333,709,1497,1479,432,99,54,14
2004,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,2,1,3,60,163,345,346,118,22,16,2
2004,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,5,6,6,6,0,0,0,0
2004,Female,"All (preventable, intentional, undetermined)",Cocaine,0,0,1,121,243,572,395,65,6,1,0
2004,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,57,71,104,88,21,0,0,0
2004,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,4,1,3,110,249,458,404,93,16,3,1
2004,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,26,96,245,294,84,30,18,5
2004,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,4,10,106,254,612,669,226,56,31,8
2004,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,1,43,70,147,112,15,3,0,0
2004,Female,Preventable/accidental,All drugs,7,3,12,473,945,2219,2058,611,170,138,83
2004,Female,Preventable/accidental,Any Opioid,1,1,5,257,519,1093,1054,295,54,23,6
2004,Female,Preventable/accidental,Benzodiazepines,0,0,0,49,111,252,226,68,6,3,1
2004,Female,Preventable/accidental,Cannabis,0,0,0,3,5,5,4,0,0,0,0
2004,Female,Preventable/accidental,Cocaine,0,0,1,107,195,482,334,54,5,1,0
2004,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,53,61,92,78,17,0,0,0
2004,Female,Preventable/accidental,Opioid subgroup - methadone,0,0,2,88,201,365,322,71,11,0,1
2004,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,19,61,162,205,54,15,5,2
2004,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,1,3,77,179,441,461,152,34,13,2
2004,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,35,50,126,97,13,1,0,0
2004,Male,"All (preventable, intentional, undetermined)",All drugs,11,16,25,2068,3269,5190,4856,1219,249,146,66
2004,Male,"All (preventable, intentional, undetermined)",Any Opioid,3,12,17,1263,1864,2732,2522,573,87,25,13
2004,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,2,211,301,452,442,103,19,12,6
2004,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,23,18,18,17,0,0,0,0
2004,Male,"All (preventable, intentional, undetermined)",Cocaine,0,0,2,386,783,1344,1212,271,33,7,0
2004,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,206,380,438,408,90,13,0,0
2004,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,6,6,487,565,684,620,116,13,2,1
2004,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,95,168,296,250,45,6,1,5
2004,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,6,10,391,579,972,969,260,39,18,6
2004,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,1,99,203,314,235,56,4,0,0
2004,Male,Preventable/accidental,All drugs,3,8,17,1681,2566,3989,3707,841,164,95,39
2004,Male,Preventable/accidental,Any Opioid,0,6,12,1059,1529,2160,1985,426,59,14,8
2004,Male,Preventable/accidental,Benzodiazepines,0,0,0,176,244,348,330,62,7,3,0
2004,Male,Preventable/accidental,Cannabis,0,0,0,17,16,15,15,0,0,0,0
2004,Male,Preventable/accidental,Cocaine,0,0,1,335,667,1143,1061,241,30,7,0
2004,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,1,191,346,393,379,82,13,0,0
2004,Male,Preventable/accidental,Opioid subgroup - methadone,0,2,5,440,494,580,508,94,12,1,1
2004,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,80,133,232,183,27,2,0,3
2004,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,4,6,312,465,760,747,178,21,9,4
2004,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,90,171,277,204,49,4,0,0
2003,Both sexes,"All (preventable, intentional, undetermined)",All drugs,24,35,41,2491,4488,8358,7325,1943,534,353,183
2003,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,8,16,18,1399,2415,4230,3757,822,170,69,33
2003,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,2,0,1,212,379,696,699,159,55,36,9
2003,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,15,22,13,9,0,1,1,0
2003,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,1,1,1,475,1054,1939,1408,267,38,3,6
2003,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,259,441,653,620,89,16,1,1
2003,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,5,7,442,540,965,841,151,13,2,4
2003,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,0,3,107,237,487,399,108,36,17,5
2003,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,11,8,445,819,1542,1475,405,93,39,24
2003,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,1,0,165,274,372,314,46,3,2,0
2003,Both sexes,Preventable/accidental,All drugs,16,26,27,1882,3303,5962,5182,1225,312,220,133
2003,Both sexes,Preventable/accidental,Any Opioid,5,10,13,1101,1884,3187,2825,575,96,32,21
2003,Both sexes,Preventable/accidental,Benzodiazepines,1,0,1,171,301,518,501,86,15,14,4
2003,Both sexes,Preventable/accidental,Cannabis,0,0,0,13,16,11,6,0,1,1,0
2003,Both sexes,Preventable/accidental,Cocaine,1,1,0,382,853,1598,1221,240,35,3,2
2003,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,0,240,409,600,578,85,15,1,1
2003,Both sexes,Preventable/accidental,Opioid subgroup - methadone,1,1,4,383,454,802,668,123,9,1,3
2003,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,2,81,188,353,285,61,22,6,4
2003,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,4,9,7,346,646,1195,1101,262,45,16,14
2003,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,0,125,225,329,278,43,3,2,0
2003,Female,"All (preventable, intentional, undetermined)",All drugs,8,14,21,632,1382,3032,2800,886,287,204,119
2003,Female,"All (preventable, intentional, undetermined)",Any Opioid,3,6,9,306,649,1382,1290,338,82,49,24
2003,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,0,53,133,254,300,80,38,23,4
2003,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,1,7,7,2,0,0,1,0
2003,Female,"All (preventable, intentional, undetermined)",Cocaine,0,0,0,118,265,537,346,48,4,0,4
2003,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,55,66,118,104,14,1,0,0
2003,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,2,3,87,179,391,310,59,5,0,3
2003,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,2,34,84,212,206,65,22,14,4
2003,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,4,4,95,244,551,573,194,53,27,17
2003,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,51,81,115,98,7,0,1,0
2003,Female,Preventable/accidental,All drugs,8,11,14,417,898,2008,1788,497,148,113,94
2003,Female,Preventable/accidental,Any Opioid,3,3,7,223,478,1013,900,212,40,24,15
2003,Female,Preventable/accidental,Benzodiazepines,0,0,0,36,97,177,198,35,9,9,2
2003,Female,Preventable/accidental,Cannabis,0,0,0,1,6,6,0,0,0,1,0
2003,Female,Preventable/accidental,Cocaine,0,0,0,102,204,440,293,44,3,0,1
2003,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,51,61,105,92,14,0,0,0
2003,Female,Preventable/accidental,Opioid subgroup - methadone,1,0,2,69,144,314,227,48,2,0,2
2003,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,2,21,61,150,137,34,14,5,3
2003,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,3,3,69,176,402,392,114,24,12,10
2003,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,33,67,92,80,6,0,1,0
2003,Male,"All (preventable, intentional, undetermined)",All drugs,16,21,20,1859,3106,5326,4525,1057,247,149,64
2003,Male,"All (preventable, intentional, undetermined)",Any Opioid,5,10,9,1093,1766,2848,2467,484,88,20,9
2003,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,2,0,1,159,246,442,399,79,17,13,5
2003,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,14,15,6,7,0,1,0,0
2003,Male,"All (preventable, intentional, undetermined)",Cocaine,1,1,1,357,789,1402,1062,219,34,3,2
2003,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,204,375,535,516,75,15,1,1
2003,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,3,4,355,361,574,531,92,8,2,1
2003,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,0,1,73,153,275,193,43,14,3,1
2003,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,7,4,350,575,991,902,211,40,12,7
2003,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,1,0,114,193,257,216,39,3,1,0
2003,Male,Preventable/accidental,All drugs,8,15,13,1465,2405,3954,3394,728,164,107,39
2003,Male,Preventable/accidental,Any Opioid,2,7,6,878,1406,2174,1925,363,56,8,6
2003,Male,Preventable/accidental,Benzodiazepines,1,0,1,135,204,341,303,51,6,5,2
2003,Male,Preventable/accidental,Cannabis,0,0,0,12,10,5,6,0,1,0,0
2003,Male,Preventable/accidental,Cocaine,1,1,0,280,649,1158,928,196,32,3,1
2003,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,189,348,495,486,71,15,1,1
2003,Male,Preventable/accidental,Opioid subgroup - methadone,0,1,2,314,310,488,441,75,7,1,1
2003,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,60,127,203,148,27,8,1,1
2003,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,6,4,277,470,793,709,148,21,4,4
2003,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,0,92,158,237,198,37,3,1,0
2002,Both sexes,"All (preventable, intentional, undetermined)",All drugs,27,30,40,2095,4125,8064,6466,1601,508,359,193
2002,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,8,15,19,1179,2209,4228,3359,646,156,60,34
2002,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,2,178,332,700,552,164,53,29,12
2002,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,12,14,16,7,0,1,0,0
2002,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,1,2,1,388,938,1807,1211,219,18,3,6
2002,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,241,415,772,569,81,10,1,0
2002,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,5,7,298,461,794,662,101,22,2,2
2002,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,3,84,213,451,376,114,29,14,9
2002,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,8,8,367,756,1523,1309,300,81,38,19
2002,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,0,124,198,346,224,39,5,2,0
2002,Both sexes,Preventable/accidental,All drugs,18,18,17,1573,2971,5746,4450,954,286,211,143
2002,Both sexes,Preventable/accidental,Any Opioid,4,9,11,943,1673,3156,2488,426,91,25,17
2002,Both sexes,Preventable/accidental,Benzodiazepines,0,0,1,142,260,491,380,84,16,5,4
2002,Both sexes,Preventable/accidental,Cannabis,0,0,0,11,8,12,3,0,1,0,0
2002,Both sexes,Preventable/accidental,Cocaine,0,2,0,330,766,1532,1063,192,16,3,4
2002,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,0,221,384,713,539,74,10,1,0
2002,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,2,7,259,387,630,522,81,17,2,2
2002,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,64,151,293,229,61,16,5,1
2002,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,4,7,3,296,589,1152,968,182,41,14,10
2002,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,0,105,159,308,192,32,5,2,0
2002,Female,"All (preventable, intentional, undetermined)",All drugs,7,21,17,560,1210,2864,2485,724,277,203,119
2002,Female,"All (preventable, intentional, undetermined)",Any Opioid,2,11,6,269,591,1371,1117,251,86,34,20
2002,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,42,93,285,221,73,29,14,5
2002,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,3,2,1,2,0,0,0,0
2002,Female,"All (preventable, intentional, undetermined)",Cocaine,0,1,1,109,217,484,288,35,3,0,4
2002,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,56,73,140,83,6,1,0,0
2002,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,4,1,66,143,319,247,35,12,1,2
2002,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,0,22,82,197,193,76,27,10,6
2002,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,5,4,91,213,547,492,136,46,23,10
2002,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,0,0,34,55,103,73,15,2,1,0
2002,Female,Preventable/accidental,All drugs,3,11,4,353,774,1836,1493,373,142,121,91
2002,Female,Preventable/accidental,Any Opioid,1,6,2,199,407,934,751,146,44,15,10
2002,Female,Preventable/accidental,Benzodiazepines,0,0,0,29,72,178,137,39,8,3,1
2002,Female,Preventable/accidental,Cannabis,0,0,0,3,1,0,0,0,0,0,0
2002,Female,Preventable/accidental,Cocaine,0,1,0,83,166,401,243,31,2,0,3
2002,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,51,67,122,79,6,1,0,0
2002,Female,Preventable/accidental,Opioid subgroup - methadone,0,2,1,54,110,243,189,27,9,1,2
2002,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,12,52,112,112,43,16,4,0
2002,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,4,1,69,150,357,325,76,21,10,5
2002,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,0,27,40,86,55,10,2,1,0
2002,Male,"All (preventable, intentional, undetermined)",All drugs,20,9,23,1535,2915,5200,3981,877,231,156,74
2002,Male,"All (preventable, intentional, undetermined)",Any Opioid,6,4,13,910,1618,2857,2242,395,70,26,14
2002,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,136,239,415,331,91,24,15,7
2002,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,9,12,15,5,0,1,0,0
2002,Male,"All (preventable, intentional, undetermined)",Cocaine,1,1,0,279,721,1323,923,184,15,3,2
2002,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,185,342,632,486,75,9,1,0
2002,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,1,6,232,318,475,415,66,10,1,0
2002,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,3,62,131,254,183,38,2,4,3
2002,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,3,4,276,543,976,817,164,35,15,9
2002,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,90,143,243,151,24,3,1,0
2002,Male,Preventable/accidental,All drugs,15,7,13,1220,2197,3910,2957,581,144,90,52
2002,Male,Preventable/accidental,Any Opioid,3,3,9,744,1266,2222,1737,280,47,10,7
2002,Male,Preventable/accidental,Benzodiazepines,0,0,1,113,188,313,243,45,8,2,3
2002,Male,Preventable/accidental,Cannabis,0,0,0,8,7,12,3,0,1,0,0
2002,Male,Preventable/accidental,Cocaine,0,1,0,247,600,1131,820,161,14,3,1
2002,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,170,317,591,460,68,9,1,0
2002,Male,Preventable/accidental,Opioid subgroup - methadone,0,0,6,205,277,387,333,54,8,1,0
2002,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,52,99,181,117,18,0,1,1
2002,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,3,3,2,227,439,795,643,106,20,4,5
2002,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,78,119,222,137,22,3,1,0
2001,Both sexes,"All (preventable, intentional, undetermined)",All drugs,22,26,43,1700,3410,6968,5115,1185,440,311,159
2001,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,6,13,18,944,1755,3504,2580,493,99,54,23
2001,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,0,1,5,133,259,585,432,108,41,23,7
2001,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,8,5,18,6,0,0,0,0
2001,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,2,0,2,280,822,1577,957,153,26,5,4
2001,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,2,212,380,654,456,64,7,3,0
2001,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,1,165,264,532,411,65,9,1,2
2001,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,54,143,364,274,81,17,16,7
2001,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,9,12,342,564,1253,989,214,52,26,12
2001,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,5,101,147,192,102,15,0,0,0
2001,Both sexes,Preventable/accidental,All drugs,9,18,23,1237,2388,4773,3339,693,232,195,108
2001,Both sexes,Preventable/accidental,Any Opioid,2,8,9,729,1307,2542,1827,332,51,18,7
2001,Both sexes,Preventable/accidental,Benzodiazepines,0,1,3,103,184,397,265,56,8,4,1
2001,Both sexes,Preventable/accidental,Cannabis,0,0,0,8,5,11,5,0,0,0,0
2001,Both sexes,Preventable/accidental,Cocaine,0,0,2,231,674,1299,824,138,23,5,3
2001,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,2,194,356,604,415,60,7,3,0
2001,Both sexes,Preventable/accidental,Opioid subgroup - methadone,1,1,1,147,208,424,319,48,6,1,0
2001,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,35,97,253,164,40,5,3,3
2001,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,6,5,267,429,935,697,135,27,10,3
2001,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,3,85,119,166,86,12,0,0,0
2001,Female,"All (preventable, intentional, undetermined)",All drugs,8,5,22,438,1017,2357,1828,550,216,181,114
2001,Female,"All (preventable, intentional, undetermined)",Any Opioid,1,2,7,203,443,1046,771,199,52,29,14
2001,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,2,26,88,233,170,57,22,12,4
2001,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,0,0,5,0,0,0,0,0
2001,Female,"All (preventable, intentional, undetermined)",Cocaine,1,0,2,68,212,432,211,26,1,1,3
2001,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,2,42,64,128,70,6,1,0,0
2001,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,0,0,38,85,196,148,22,3,1,2
2001,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,15,55,166,140,49,10,8,4
2001,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,2,5,68,162,422,353,105,31,14,7
2001,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,2,36,34,52,26,2,0,0,0
2001,Female,Preventable/accidental,All drugs,5,3,12,257,611,1453,998,266,106,109,84
2001,Female,Preventable/accidental,Any Opioid,1,1,4,135,285,722,479,115,24,7,4
2001,Female,Preventable/accidental,Benzodiazepines,0,0,1,13,55,156,78,25,5,2,1
2001,Female,Preventable/accidental,Cannabis,0,0,0,0,0,2,0,0,0,0,0
2001,Female,Preventable/accidental,Cocaine,0,0,2,51,171,349,176,21,1,1,2
2001,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,2,39,60,110,58,6,1,0,0
2001,Female,Preventable/accidental,Opioid subgroup - methadone,0,0,0,30,55,148,105,14,1,1,0
2001,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,8,29,108,77,23,1,0,2
2001,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,1,2,44,110,298,220,61,16,4,1
2001,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,31,26,45,22,1,0,0,0
2001,Male,"All (preventable, intentional, undetermined)",All drugs,14,21,21,1262,2393,4611,3287,635,224,130,45
2001,Male,"All (preventable, intentional, undetermined)",Any Opioid,5,11,11,741,1312,2458,1809,294,47,25,9
2001,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,1,3,107,171,352,262,51,19,11,3
2001,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,8,5,13,6,0,0,0,0
2001,Male,"All (preventable, intentional, undetermined)",Cocaine,1,0,0,212,610,1145,746,127,25,4,1
2001,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,170,316,526,386,58,6,3,0
2001,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,1,127,179,336,263,43,6,0,0
2001,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,39,88,198,134,32,7,8,3
